# ID(s) interactor A,ID(s) interactor B,Alt. ID(s) interactor A,Alt. ID(s) interactor B,Alias(es) interactor A,Alias(es) interactor B,Interaction detection method(s),Publication 1st author(s),Publication Identifier(s),Taxid interactor A,Taxid interactor B,Interaction type(s),Source database(s),Interaction identifier(s),Confidence value(s)
uniprotkb:Q84VX3,uniprotkb:Q96331,uniprotkb:Q0WTQ0|uniprotkb:Q9FY62|uniprotkb:F4JWD7|uniprotkb:F4JWD8|ensemblplants:AT5G11030.2|intact:EBI-4439253|uniprotkb:Q84VX3,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:alf4_arath(display_short)|psi-mi:Aberrant root formation protein 4(display_long)|uniprotkb:T5K6.20(orf name)|uniprotkb:At5g11030(locus name)|uniprotkb:ALF4(gene name)|IntAct:AT5G11030(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4495384|imex:IM-16043-1673,intact-miscore:0.37
uniprotkb:Q8GUP4,uniprotkb:Q96331,uniprotkb:Q8GUP4|intact:EBI-4476287|ensemblplants:AT5G10710.1,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:q8gup4_arath(display_short)|uniprotkb:MAJ23.70(gene name)|uniprotkb:At5g10710(locus name)|uniprotkb:MAJ23_70(gene name synonym)|IntAct:AT5G10710(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4496144|imex:IM-16043-1768,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q8GWS0,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q8GWS0|intact:EBI-4439121|ensemblplants:AT4G28730.1|uniprotkb:Q9SVU1,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:grxc5_arath(display_short)|psi-mi:Glutaredoxin-C5, chloroplastic(display_long)|uniprotkb:GRXC5(gene name)|uniprotkb:At4g28730(locus name)|uniprotkb:F16A16.160(orf name)|IntAct:AT4G28730(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4496656|imex:IM-16043-1832,intact-miscore:0.37
uniprotkb:Q8GXB3,uniprotkb:Q96331,uniprotkb:Q8GXB3|intact:EBI-4425966|ensemblplants:AT1G63470.1|uniprotkb:Q9SH33,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:ahl5_arath(display_short)|psi-mi:AT-hook motif nuclear-localized protein 5(display_long)|uniprotkb:AHL5(gene name)|uniprotkb:At1g63470(locus name)|uniprotkb:F2K11.15(orf name)|IntAct:AT1G63470(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4497048|imex:IM-16043-1881,intact-miscore:0.37
uniprotkb:Q8H1E5,uniprotkb:Q96331,ensemblplants:AT4G32190.1|intact:EBI-4424702|uniprotkb:Q8H1E5,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:q8h1e5_arath(display_short)|uniprotkb:F10M6.170(orf name)|uniprotkb:F10M6_170(orf name)|uniprotkb:At4g32190(locus name)|uniprotkb:PII1(gene name)|IntAct:AT4G32190(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4498704|imex:IM-16043-2088,intact-miscore:0.37
uniprotkb:Q8L3X7,uniprotkb:Q96331,uniprotkb:Q8L3X7|intact:EBI-4464054|ensemblplants:AT1G03250.1,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:q8l3x7_arath(display_short)|uniprotkb:At1g03250(locus name)|uniprotkb:F15K9_15(orf name)|uniprotkb:F15K9.15(orf name)|IntAct:AT1G03250(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4499016|imex:IM-16043-2127,intact-miscore:0.37
uniprotkb:Q8L797,uniprotkb:Q96331,uniprotkb:A0A178UQ72|ensemblplants:AT5G09315.1|intact:EBI-4427112|uniprotkb:Q8L797,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:q8l797_arath(display_short)|uniprotkb:At5g09320(locus name)|uniprotkb:At5g09315(locus name)|IntAct:AT5G09320(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4499744|imex:IM-16043-2218,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q9LY43,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q9LY43|intact:EBI-4433069|ensemblplants:AT3G56030.1,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:pp283_arath(display_short)|psi-mi:Pentatricopeptide repeat-containing protein At3g56030, mitochondrial(display_long)|uniprotkb:At3g56030(locus name)|uniprotkb:F27K19_210(orf name)|IntAct:AT3G56030(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4522920|imex:IM-16043-5115,intact-miscore:0.37
uniprotkb:Q9LYL4,uniprotkb:Q96331,uniprotkb:Q9LYL4|intact:EBI-4468910|ensemblplants:AT3G56290.1|uniprotkb:A0A178V844,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:q9lyl4_arath(display_short)|uniprotkb:F18O21_250(gene name)|uniprotkb:At3g56290/F18O21_250(locus name)|uniprotkb:At3g56290(locus name)|IntAct:AT3G56290(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4523088|imex:IM-16043-5136,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q9LZM6,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q9LZM6|intact:EBI-4429067|ensemblplants:AT5G02050.1,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:q9lzm6_arath(display_short)|uniprotkb:At5g02050(locus name)|uniprotkb:T7H20_100(orf name)|uniprotkb:T7H20.100(orf name)|IntAct:AT5G02050(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4523312|imex:IM-16043-5164,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q93XW9,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q93XW9|intact:EBI-4444000|ensemblplants:AT1G50575.1,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:q93xw9_arath(display_short)|psi-mi:cytokinin riboside 5'-monophosphate phosphoribohydrolase(display_long)|uniprotkb:F17J6.9(gene name)|uniprotkb:At1g50575(locus name)|uniprotkb:At1g50570(locus name)|IntAct:AT1G50575(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4506328|imex:IM-16043-3041,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q93ZJ3,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q93ZJ3|intact:EBI-4455413|ensemblplants:AT2G20585.5|ensemblplants:AT2G20585.1|uniprotkb:F4IVG2|uniprotkb:B3H5P1,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:nfd6_arath(display_short)|psi-mi:Protein NUCLEAR FUSION DEFECTIVE 6, mitochondrial(display_long)|uniprotkb:NFD6(gene name)|uniprotkb:At2g20585(locus name)|uniprotkb:F23N11(orf name)|IntAct:AT2G20585(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4506840|imex:IM-16043-3105,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q9SX62,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q9SX62|intact:EBI-4435781|ensemblplants:AT1G48280.1|uniprotkb:Q93ZL7,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:ipgl2_arath(display_short)|psi-mi:INCREASED PETAL GROWTH ANISOTROPY 1-like protein 2(display_long)|uniprotkb:IPGAL2(gene name)|uniprotkb:At1g48280(locus name)|uniprotkb:F11A17.16(orf name)|IntAct:AT1G48280(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4506896|imex:IM-16043-3112,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q940Y6,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q940Y6|intact:EBI-4450930|ensemblplants:AT4G27600.1,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:q940y6_arath(display_short)|uniprotkb:NARA5(gene name)|uniprotkb:T29A15.90(orf name)|uniprotkb:At4g27600(locus name)|uniprotkb:T29A15_90(orf name)|IntAct:AT4G27600(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4507416|imex:IM-16043-3177,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q945P6,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q9SJB0|ensemblplants:AT2G24550.1|intact:EBI-4440502|uniprotkb:Q945P6,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:o3l6_arath(display_short)|psi-mi:Protein OXIDATIVE STRESS 3 LIKE 6(display_long)|uniprotkb:KCL2(gene name synonym)|uniprotkb:KID-containing protein-like 2(gene name synonym)|uniprotkb:F25P17.15(orf name)|uniprotkb:At2g24550(locus name)|uniprotkb:O3L6(gene name)|IntAct:AT2G24550(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4507992|imex:IM-16043-3249,intact-miscore:0.37
uniprotkb:Q94BV2,uniprotkb:Q96331,ensemblplants:AT5G58575.1|ensemblplants:AT5G58575.2|intact:EBI-4430022|uniprotkb:Q94BV2,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:sgf11_arath(display_short)|psi-mi:SAGA-associated factor 11(display_long)|uniprotkb:MZN1(orf name)|uniprotkb:At5g58575(locus name)|uniprotkb:SGF11(gene name)|IntAct:AT5G58575(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4509600|imex:IM-16043-3450,intact-miscore:0.37
uniprotkb:P19037,uniprotkb:Q96331,uniprotkb:P19037|intact:EBI-4446867|ensemblplants:AT5G59720.1|uniprotkb:Q8L8S1|uniprotkb:Q0WQZ8,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:hs181_arath(display_short)|psi-mi:18.1 kDa class I heat shock protein(display_long)|uniprotkb:HSP18.1(gene name)|uniprotkb:At5g59720(locus name)|uniprotkb:MTH12.7(orf name)|uniprotkb:18.1 kDa heat shock protein(gene name synonym)|IntAct:AT5G59720(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4487120|imex:IM-16043-640,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:O23676,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:A0A023T774|ensemblplants:AT1G02140.1|intact:EBI-4443810|uniprotkb:O23676,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:mgn_arath(display_short)|psi-mi:Protein mago nashi homolog(display_long)|uniprotkb:T7I23.7(orf name)|uniprotkb:At1g02140(locus name)|uniprotkb:mago(gene name)|IntAct:AT1G02140(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4483984|imex:IM-16043-248,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q9SZM3,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q058J0|ensemblplants:AT4G38230.3|ensemblplants:AT4G38230.4|intact:EBI-4433203|uniprotkb:Q9SZM3,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:cdpkq_arath(display_short)|psi-mi:Calcium-dependent protein kinase 26(display_long)|uniprotkb:F20D10.350(orf name)|uniprotkb:At4g38230(locus name)|uniprotkb:CPK26(gene name)|IntAct:AT4G38230(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4531256|imex:IM-16043-6157,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q9SEU6,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q9LDP6|uniprotkb:Q0WUS9|ensemblplants:AT3G15360.1|intact:EBI-4449726|uniprotkb:Q9SEU6,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:trxm4_arath(display_short)|psi-mi:Thioredoxin M4, chloroplastic(display_long)|uniprotkb:MJK13.2(orf name)|uniprotkb:At3g15360(locus name)|IntAct:AT3G15360(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4526840|imex:IM-16043-5605,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q9SQU6,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,ensemblplants:AT3G06430.1|intact:EBI-4427894|uniprotkb:Q9SQU6,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:pp216_arath(display_short)|psi-mi:Pentatricopeptide repeat-containing protein At3g06430, chloroplastic(display_long)|uniprotkb:Protein EMBRYO DEFECTIVE 2750(gene name synonym)|uniprotkb:F24P17.10(orf name)|uniprotkb:At3g06430(locus name)|uniprotkb:EMB2750(gene name)|IntAct:AT3G06430(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4529208|imex:IM-16043-5901,intact-miscore:0.37
